"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","playerid"
"Joe Panik","Giants","101","423","377","105","19","4","7","46","40","37","45","3","4","2","",".278",".346",".402",".748",".324","","105","0.3","2.7","","3.0","4.2","2.1","11936"
"Willson Contreras","Cubs","84","336","300","78","16","1","10","36","41","29","70","4","3","2","",".260",".330",".419",".749",".324","","100","-0.2","-0.1","","0.0","5.0","1.6","11609"
"Adrian Gonzalez","Dodgers","89","376","335","87","18","0","12","43","48","35","71","3","1","1","",".261",".333",".424",".757",".324","","105","-1.8","1.0","","0.4","-4.5","0.8","1908"
"Avisail Garcia","White Sox","108","438","397","106","16","2","14","48","53","30","103","5","5","3","",".268",".326",".425",".751",".324","","101","-0.5","-2.5","","0.2","-7.6","0.8","5760"
"Brad Miller","Rays","103","437","384","94","17","4","14","51","52","46","105","3","6","4","",".244",".326",".423",".749",".324","","105","0.4","-3.4","","2.9","-1.9","1.6","12775"
"Mitch Haniger","Mariners","88","376","333","84","16","2","12","46","43","33","82","5","5","3","",".253",".326",".423",".749",".324","","106","-0.2","2.9","","2.4","-0.9","1.5","14274"
"Travis Shaw","Brewers","95","393","354","88","17","1","16","44","52","32","89","3","3","2","",".249",".314",".443",".757",".324","","97","-0.6","-1.5","","-2.3","-0.6","1.0","11982"
"Mitch Moreland","Red Sox","92","374","333","85","22","0","12","44","47","33","88","4","1","1","",".254",".327",".430",".757",".324","","97","-1.0","2.8","","-2.4","-4.1","0.6","3086"
"Jay Bruce","Mets","95","402","360","86","19","2","18","47","55","36","88","2","3","2","",".239",".310",".454",".764",".323","","104","-0.4","-2.9","","1.4","-7.9","0.6","9892"
"John Jaso","Pirates","53","220","191","49","11","1","5","24","22","24","41","2","2","1","",".255",".341",".399",".740",".323","","102","-0.8","-0.7","","-0.1","-2.2","0.5","5887"
"Hunter Pence","Giants","94","404","365","96","17","2","13","45","49","33","86","2","2","1","",".262",".323",".426",".749",".323","","104","0.2","0.9","","2.3","-2.8","1.3","8252"
"Josh Hamilton","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".254",".314",".442",".756",".323","","97","0.0","0.0","","0.0","0.0","0.0","1875"
"Yulieski Gurriel","Astros","91","360","331","92","21","1","9","40","43","20","49","4","3","2","",".278",".326",".427",".753",".323","","104","-0.6","1.7","","0.9","-5.0","0.8","19198"
"Francisco Cervelli","Pirates","76","307","265","71","13","1","4","30","29","34","59","4","3","2","",".266",".355",".373",".728",".323","","102","-0.8","-2.5","","0.0","2.7","1.3","5275"
"Jonathan Schoop","Orioles","104","414","387","102","21","1","17","49","56","16","85","6","2","1","",".265",".302",".456",".758",".323","","99","-0.7","-0.7","","-1.2","0.9","1.4","11265"
"Todd Frazier","White Sox","116","486","431","102","20","0","22","58","65","46","110","4","9","5","",".236",".314",".437",".751",".323","","100","0.1","0.7","","0.3","0.0","1.7","785"
"Robbie Grossman","Twins","95","397","337","84","16","1","8","45","39","52","92","2","5","3","",".250",".351",".379",".730",".323","","99","0.1","-2.3","","-0.2","-9.7","0.4","5254"
"Logan Morrison","Rays","74","302","266","64","12","1","12","35","37","30","61","3","3","2","",".241",".322",".426",".749",".322","","104","-0.4","-0.6","","1.0","-5.6","0.6","9205"
"Franklin Gutierrez","Dodgers","53","222","199","48","9","0","10","27","29","18","64","2","1","1","",".242",".312",".438",".750",".322","","104","-0.3","-1.5","","0.7","-2.4","0.5","3255"
"Ian Kinsler","Tigers","111","503","454","120","23","3","13","65","52","37","76","5","8","4","",".265",".325",".419",".744",".322","","100","0.6","3.0","","0.5","4.6","2.3","6195"
"Scott Schebler","Reds","96","388","350","88","15","3","16","43","50","26","86","7","5","3","",".250",".313",".445",".758",".322","","97","0.3","0.7","","-1.2","-3.3","0.8","12225"
"Howie Kendrick","Phillies","59","250","226","63","12","1","5","27","25","20","46","2","4","2","",".279",".338",".404",".742",".322","","99","-0.5","0.7","","-0.7","-2.0","0.5","4229"
"Raimel Tapia","Rockies","10","40","37","11","2","0","1","4","4","2","6","0","2","1","",".299",".332",".414",".746",".321","","81","0.0","0.0","","-0.9","0.2","0.1","14350"
"Darin Ruf","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".249",".313",".434",".748",".321","","99","0.0","0.0","","0.0","0.0","0.0","9929"
"Jason Kipnis","Indians","108","469","416","108","24","2","11","57","50","43","96","4","9","4","",".261",".334",".404",".738",".321","","99","1.2","-1.0","","0.5","0.5","1.7","9776"
"Kolten Wong","Cardinals","95","382","339","90","15","4","8","41","40","31","59","7","8","4","",".266",".337",".409",".746",".321","","99","0.8","-0.1","","0.5","1.3","1.4","12532"
"Michael Saunders","Phillies","96","396","346","83","18","2","13","43","47","43","103","3","2","1","",".240",".326",".418",".743",".321","","99","0.9","-2.9","","0.3","-6.6","0.6","9981"
"Martin Prado","Marlins","90","392","356","101","19","2","7","45","38","28","50","3","1","1","",".282",".338",".402",".740",".321","","99","-1.2","1.6","","-1.7","2.2","1.3","3312"
"Ryan McMahon","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".260",".320",".425",".745",".321","","81","0.0","0.0","","0.0","0.0","0.0","sa737539"
"Yunel Escobar","Angels","95","426","383","107","18","1","7","50","39","33","54","3","3","2","",".280",".341",".390",".732",".321","","104","-2.1","-3.3","","0.1","-1.9","1.3","4191"
"Russell Martin","Blue Jays","80","327","278","62","12","1","12","37","38","41","84","6","2","1","",".225",".333",".398",".731",".321","","98","-1.3","2.5","","-2.0","8.6","1.8","4616"
"Brandon Guyer","Indians","47","190","168","43","10","1","4","22","21","12","36","8","2","1","",".259",".335",".397",".731",".321","","98","-0.1","0.1","","-0.5","-1.4","0.5","2636"
"Dan Vogelbach","Mariners","54","215","184","45","8","0","7","24","24","27","45","2","1","0","",".242",".340",".396",".736",".320","","103","-0.1","-0.1","","0.7","-4.1","0.4","14130"
"Logan Forsythe","Dodgers","90","391","346","88","17","1","11","47","41","34","85","6","5","3","",".254",".329",".407",".736",".320","","102","-0.4","-1.8","","0.7","-0.6","1.3","7185"
"Alex Avila","Tigers","45","181","150","34","6","0","5","20","19","27","57","1","1","0","",".225",".346",".376",".722",".320","","99","-0.8","0.7","","-1.1","1.3","0.7","7476"
"Travis d'Arnaud","Mets","64","251","222","56","11","1","8","26","30","22","44","2","1","0","",".251",".324",".423",".747",".320","","101","-0.2","-0.7","","0.2","2.9","1.1","7739"
"Curtis Granderson","Mets","99","428","368","84","17","2","15","52","46","51","94","4","4","2","",".230",".328",".412",".740",".320","","101","0.8","-6.4","","1.5","-6.6","0.9","4747"
"David Wright","Mets","27","117","102","26","5","0","3","13","12","12","30","1","2","1","",".250",".332",".401",".734",".320","","101","-0.2","-0.3","","0.0","0.2","0.4","3787"
"Addison Russell","Cubs","107","431","382","95","20","3","13","48","53","39","92","5","4","2","",".249",".324",".420",".744",".319","","97","0.4","8.2","","-1.1","12.8","2.6","14106"
"Tommy Pham","Cardinals","49","200","177","45","9","1","6","22","22","19","54","2","6","3","",".253",".329",".406",".735",".319","","98","0.4","-0.3","","-0.1","-2.5","0.4","2967"
"Yadier Molina","Cardinals","93","383","349","99","20","1","7","39","43","26","48","3","3","2","",".283",".336",".403",".739",".319","","98","-2.2","4.7","","-3.1","11.7","2.1","7007"
"Lonnie Chisenhall","Indians","94","373","340","90","20","2","10","41","45","26","71","3","4","2","",".265",".321",".423",".744",".319","","97","0.6","-3.5","","-0.6","-2.8","1.0","7571"
"David Freese","Pirates","78","324","287","74","15","0","8","34","37","29","83","5","1","0","",".257",".332",".399",".731",".319","","100","-1.7","-2.1","","-1.8","-2.1","0.6","9549"
"C.J. Cron","Angels","48","198","183","48","10","1","7","22","26","11","39","2","1","1","",".260",".307",".439",".746",".319","","103","-0.4","0.4","","0.3","-3.1","0.4","12546"
"Andre Ethier","Dodgers","11","44","39","10","2","0","1","5","5","4","9","0","0","0","",".254",".330",".408",".738",".319","","101","-0.1","-0.2","","0.0","-0.7","0.1","6265"
"Brian McCann","Astros","78","318","278","65","9","0","14","38","41","32","59","4","1","0","",".234",".321",".418",".739",".319","","101","-1.6","1.5","","-1.3","6.9","1.7","4810"
"Randal Grichuk","Cardinals","102","410","375","92","22","2","17","46","56","26","111","4","6","4","",".246",".298",".453",".751",".319","","98","0.5","3.1","","-0.7","-1.0","1.2","10243"
"Elvis Andrus","Rangers","108","442","398","111","21","3","6","50","45","36","59","3","18","8","",".278",".339",".392",".730",".319","","94","1.0","-3.6","","-2.1","1.4","1.5","8709"
"Carlos Gomez","Rangers","104","447","399","100","22","2","13","55","49","35","115","7","15","6","",".251",".321",".415",".736",".318","","94","1.1","1.5","","-2.1","3.0","1.7","4881"
"Wilmer Flores","Mets","46","186","173","45","9","0","7","20","24","10","25","1","1","1","",".264",".308",".437",".745",".318","","100","-0.2","0.0","","-0.2","-0.3","0.6","5827"
"Robinson Chirinos","Rangers","21","81","71","17","3","0","3","10","10","7","20","1","1","0","",".233",".312",".424",".735",".318","","94","-0.2","0.5","","-0.8","2.0","0.4","3142"
"Tyler Naquin","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".263",".329",".407",".737",".318","","96","0.0","0.0","","0.0","0.0","0.0","13359"
"Alex Gordon","Royals","102","429","371","90","19","1","11","48","44","44","107","8","5","3","",".244",".335",".392",".727",".318","","95","0.5","6.3","","-2.0","1.8","1.5","5209"
"Chris Parmelee","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".244",".314",".425",".739",".317","","97","0.0","0.0","","0.0","0.0","0.0","2554"
"Aneury Tavarez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".275",".320",".416",".737",".317","","93","0.0","0.0","","0.0","0.0","0.0","sa598684"
"Marcus Semien","Athletics","88","361","320","79","16","2","12","42","40","34","79","2","7","3","",".245",".319",".415",".735",".317","","101","-0.1","-7.1","","0.5","-3.2","1.0","12533"
"Daniel Dorn","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".258",".316",".419",".736",".317","","91","0.0","0.0","","0.0","0.0","0.0","1050"
"Tommy La Stella","Cubs","24","96","85","23","5","0","1","10","9","9","14","1","1","0","",".269",".345",".377",".721",".317","","96","-0.2","-0.7","","-0.7","-0.6","0.2","12371"
"Scott Van Slyke","Dodgers","39","156","136","32","7","0","5","17","18","16","39","2","3","1","",".239",".328",".405",".733",".317","","100","-0.3","0.8","","-0.2","0.1","0.5","4365"
"Justin Morneau","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".261",".317",".423",".740",".317","","-100","0.0","0.0","","0.0","0.0","","1737"
"Garrett Jones","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".242",".304",".438",".742",".317","","97","0.0","0.0","","0.0","0.0","0.0","2714"
"Yangervis Solarte","Padres","105","444","400","106","21","1","11","45","48","35","56","5","2","1","",".265",".329",".403",".731",".317","","99","-1.3","-4.0","","-1.9","-3.1","0.9","5352"
"Matt Hague","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".266",".333",".394",".726",".317","","96","0.0","0.0","","0.0","0.0","0.0","7772"
"Chris Iannetta","Diamondbacks","45","175","149","34","7","0","5","18","19","22","44","2","1","0","",".230",".333",".386",".719",".317","","90","-0.5","0.1","","-2.7","2.6","0.6","8267"
"Ji-Man Choi","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".253",".337",".393",".730",".317","","102","0.0","0.0","","0.0","0.0","0.0","5452"
"Chase Headley","Yankees","98","397","348","87","17","1","10","44","43","39","91","4","5","2","",".250",".331",".395",".726",".317","","97","0.0","2.1","","-1.6","3.3","1.6","4720"
"Cesar Hernandez","Phillies","108","478","422","115","16","6","5","54","36","47","92","2","13","8","",".273",".347",".375",".722",".317","","96","0.3","1.7","","-2.2","3.3","1.7","10556"
"Luke Voit","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".261",".324",".407",".732",".317","","96","0.0","0.0","","0.0","0.0","0.0","sa502753"
"Justin Smoak","Blue Jays","63","253","222","51","10","1","10","29","32","26","67","2","1","0","",".230",".314",".418",".733",".317","","95","-0.9","0.3","","-2.3","-3.8","0.3","9054"
"Kyle Blanks","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".245",".317",".412",".730",".317","","93","0.0","0.0","","0.0","0.0","0.0","49"
"Denard Span","Giants","98","444","397","108","21","4","6","53","35","37","55","3","10","4","",".272",".336",".390",".726",".317","","100","0.8","-3.6","","0.7","-2.3","1.3","8347"
"Salvador Perez","Royals","93","381","357","94","18","1","15","43","51","16","70","4","1","0","",".263",".300",".445",".745",".316","","94","-1.9","5.7","","-4.6","10.2","1.9","7304"
"Odubel Herrera","Phillies","111","484","432","117","21","2","9","54","45","41","103","5","15","7","",".270",".338",".393",".731",".316","","95","0.4","3.7","","-2.3","5.3","1.9","11476"
"Sam Travis","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".265",".323",".407",".730",".316","","92","0.0","0.0","","0.0","0.0","0.0","sa599539"
"Carlos Beltran","Astros","95","402","368","96","21","0","13","47","51","26","79","3","1","0","",".259",".311",".427",".738",".316","","99","-1.9","-0.3","","-2.4","-8.7","0.3","589"
"Mark Canha","Athletics","39","160","144","36","7","1","5","18","18","12","37","2","2","1","",".250",".316",".413",".729",".316","","100","0.0","-1.2","","0.1","-3.0","0.3","11445"
"Mike Ford","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".249",".330",".398",".729",".316","","96","0.0","0.0","","0.0","0.0","0.0","sa708447"
"Ernesto Mejia","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".245",".302",".436",".738",".316","","95","0.0","0.0","","0.0","0.0","0.0","sa295188"
"Will Swanner","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".248",".312",".418",".730",".315","","77","0.0","0.0","","0.0","0.0","0.0","sa549202"
"Ike Davis","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".321",".404",".725",".315","","95","0.0","0.0","","0.0","0.0","0.0","8433"
"Brandon Drury","Diamondbacks","95","385","355","96","22","1","9","39","44","23","69","3","3","2","",".269",".316",".418",".733",".315","","89","-0.6","-2.0","","-5.8","-0.6","0.6","11615"
"Starlin Castro","Yankees","105","434","404","110","21","1","13","48","55","22","78","3","2","1","",".272",".312",".424",".736",".315","","95","-1.3","-2.1","","-3.7","-0.5","1.1","4579"
"Mark Teixeira","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".315",".414",".729",".315","","95","0.0","0.0","","0.0","0.0","0.0","1281"
"Kevin Pillar","Blue Jays","100","416","384","106","24","2","8","48","43","21","63","4","12","6","",".277",".319",".411",".730",".315","","94","0.8","7.2","","-2.0","8.8","2.1","12434"
"Dean Green","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".265",".319",".412",".731",".315","","95","0.0","0.0","","0.0","0.0","0.0","sa526876"
"Aaron Altherr","Phillies","88","367","324","78","18","1","11","41","41","34","94","5","8","4","",".241",".320",".410",".730",".315","","95","-0.2","1.9","","-2.7","-0.6","0.9","11270"
"Cheslor Cuthbert","Royals","29","118","108","28","6","0","3","13","13","8","21","0","1","0","",".263",".317",".412",".729",".315","","93","-0.3","-0.2","","-1.2","-0.5","0.2","10473"
"Guillermo Heredia","Mariners","76","307","273","74","12","1","5","33","29","24","44","5","5","3","",".271",".339",".374",".713",".315","","99","-0.3","1.1","","-0.5","-1.7","0.8","18721"
"Trevor Plouffe","Athletics","99","404","364","89","19","1","14","44","49","33","85","3","2","1","",".245",".310",".418",".728",".315","","99","-1.3","-4.1","","-1.6","-4.1","0.8","7462"
"Torii Hunter","Twins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".266",".313",".417",".730",".314","","94","0.0","0.0","","0.0","0.0","0.0","731"
"Rob Refsnyder","Yankees","33","131","117","31","6","1","2","15","13","11","23","1","2","1","",".267",".337",".385",".722",".314","","95","-0.2","-0.8","","-1.0","-3.2","0.0","13770"
"J.T. Realmuto","Marlins","86","352","325","90","17","2","7","36","38","20","59","3","5","3","",".276",".320",".412",".732",".314","","95","0.2","1.2","","-2.2","6.8","1.6","11739"
"Adam Duvall","Reds","102","427","390","91","18","2","21","48","61","28","111","4","4","3","",".232",".289",".449",".739",".314","","91","0.5","3.7","","-4.0","-0.7","0.9","10950"
"Jonathan Villar","Brewers","111","500","439","110","22","2","12","63","43","50","131","2","35","14","",".250",".328",".391",".719",".314","","90","1.3","-6.5","","-4.9","-4.9","0.6","10071"
"Ben Paulsen","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".258",".314",".418",".732",".314","","76","0.0","0.0","","0.0","0.0","0.0","9741"
